idx,start,end,word
1797,363.091,363.611,תרצח
1798,363.691,364.212,באלימות
1799,364.272,364.672,עקובה
1800,364.752,365.153,מדם
1801,365.713,366.074,אדום.
1802,366.794,366.934,אם
1803,367.014,367.475,תבקש
1804,367.495,367.595,את
1805,367.635,368.075,"הכחול,"
1806,368.436,368.976,תיחנק
1807,369.016,369.537,"למוות,"
1808,369.837,370.237,ופניה
1809,370.357,370.918,יכחילו.
1810,371.599,371.799,כל
1811,371.939,372.219,צבע
1812,372.299,372.64,אחר
1813,372.68,373.36,שתבקש
1814,373.661,374.121,יזמין
1815,374.201,374.561,מיד
1816,374.581,375.182,ידיים
1817,375.262,375.903,שיופיעו
1818,375.983,376.583,ויגררו
1819,376.623,376.863,אותה
1820,377.224,377.484,אל
1821,377.524,377.924,להבות
1822,378.045,378.225,אש
1823,378.245,378.825,הגהנום.
1824,379.666,380.066,הדרך
1825,380.106,380.627,היחידה
1826,380.727,381.207,להציל
1827,381.227,381.287,את
1828,381.328,381.768,נפשה
1829,382.108,382.288,היא
1830,382.308,382.429,לא
1831,382.469,382.949,לבקש
1832,383.009,383.309,דבר.
1833,384.117,384.738,תהיתי
1834,384.818,384.958,אם
1835,385.058,385.218,אין
1836,385.298,385.558,"כאן,"
1837,385.799,386.379,כדרכן
1838,386.439,386.579,של
1839,386.639,386.98,אגדות
1840,387.02,387.68,"אורבניות,"
1841,388.081,388.421,משל
1842,388.521,389.022,אזהרה
1843,389.142,389.502,מפני
1844,389.582,389.983,תרבות
1845,390.023,390.603,הצריכה
1846,390.803,391.304,המכלה
1847,391.344,391.784,אותנו
1848,391.844,392.165,באין
1849,392.245,392.425,סוף
1850,392.545,393.086,"דרכים,"
1851,393.546,394.087,והדרך
1852,394.127,394.587,היחידה
1853,394.607,395.108,לשרוד
1854,395.428,395.608,היא
1855,395.648,395.788,לא
1856,395.828,396.329,לבקש
1857,396.389,396.969,לעצמנו
1858,397.05,397.35,דבר.
